ID|KEYID|KEYSTATUSID|STARTDATE|ENDDATE|OWNERID|PERSONRESPID|NOTE
46328|19180|1|1911-03-19|1911-03-20|0|0|
46329|19200|1|1911-03-20|1911-03-21|0|0|
46330|8022|3|1911-03-21|1911-03-22|1299707|0|
46331|8024|3|1911-03-22|1911-03-23|1838093|0|
46332|1714|1|1911-03-23|1911-03-24|0|0|
46333|18518|3|1911-03-24|1911-03-25|1340908|0|
46334|19396|3|1911-03-25|1911-03-26|2176592|0|
46335|243|1|1911-03-26|1911-03-27|0|0|
46336|197|1|1911-03-27|1911-03-28|0|0|
46337|236|1|1911-03-28|1911-03-29|0|0|
46338|1002|1|1911-03-29|1911-03-30|0|0|
46339|13521|1|1911-03-30|1911-03-31|0|0|
46340|234|1|1911-03-31|1911-04-01|0|0|
46341|6899|1|1911-04-01|1911-04-02|0|0|
46342|198|1|1911-04-02|1911-04-03|0|0|
46343|242|1|1911-04-03|1911-04-04|0|0|
46344|13486|1|1911-04-04|1911-04-05|0|0|
46345|18440|1|1911-04-05|1911-04-06|0|0|
46346|18944|1|1911-04-06|1911-04-07|0|0|
46347|9|1|1911-04-07|1911-04-08|0|0|
46348|196|1|1911-04-08|1911-04-09|0|0|
46349|18433|1|1911-04-09|1911-04-10|0|0|
46350|211|1|1911-04-10|1911-04-11|0|0|
46351|18435|1|1911-04-11|1911-04-12|0|0|
46352|239|1|1911-04-12|1911-04-13|0|0|
46353|208|1|1911-04-13|1911-04-14|0|0|
46354|26983|3|1911-04-14|1911-04-15|2091927|0|
46355|26953|3|1911-04-15|1911-04-16|2091927|0|
46356|26954|3|1911-04-16|1911-04-17|2091927|0|
46357|17078|1|1911-04-17|1911-04-18|0|0|
46358|17077|1|1911-04-18|1911-04-19|0|0|
46359|19485|1|1911-04-19|1911-04-20|0|0|
46360|16346|1|1911-04-20|1911-04-21|0|0|
46361|2612|3|1911-04-21|1911-04-22|1853605|0|
46362|8022|3|1911-04-22|1911-04-23|1293032|0|
46363|27692|3|1911-04-23|1911-04-24|1293482|0|
46364|19942|1|1911-04-24|1911-04-25|0|0|
46365|10224|1|1911-04-25|1911-04-26|0|0|
46366|1515|1|1911-04-26|1911-04-27|0|0|
46367|14325|1|1911-04-27|1911-04-28|0|0|
46368|14368|1|1911-04-28|1911-04-29|0|0|
46369|14371|1|1911-04-29|1911-04-30|0|0|
46370|14350|1|1911-04-30|1911-05-01|0|0|
46371|14315|1|1911-05-01|1911-05-02|0|0|
46372|26905|3|1911-05-02|1911-05-03|1161432|0|
46373|27693|3|1911-05-03|1911-05-04|1293482|0|
46374|27694|3|1911-05-04|1911-05-05|1298189|0|
46375|11981|1|1911-05-05|1911-05-06|0|0|
46376|11981|3|1911-05-06|1911-05-07|1582712|0|
46377|27695|3|1911-05-07|1911-05-08|1267004|0|
46378|18363|3|1911-05-08|1911-05-09|1267004|0|
46379|27696|3|1911-05-09|1911-05-10|1484946|0|
46380|27118|3|1911-05-10|1911-05-11|1484946|0|
46381|27697|3|1911-05-11|1911-05-12|1484946|0|
46382|27674|1|1911-05-12|1911-05-13|0|0|
46383|7290|1|1911-05-13|1911-05-14|0|0|
46384|27072|1|1911-05-14|1911-05-15|0|0|
46385|1757|3|1911-05-15|1911-05-16|1121271|0|
46386|14687|1|1911-05-16|1911-05-17|0|0|
46387|27534|1|1911-05-17|1911-05-18|0|0|
46388|19660|3|1911-05-18|1911-05-19|1938401|0|
46389|27698|3|1911-05-19|1911-05-20|1293481|0|
46390|17112|3|1911-05-20|1911-05-21|1302637|0|
46391|27699|3|1911-05-21|1911-05-22|2242403|0|
46392|1810|1|1911-05-22|1911-05-23|0|0|
46393|19368|1|1911-05-23|1911-05-24|0|0|
46394|17806|3|1911-05-24|1911-05-25|1938401|0|
46395|10313|1|1911-05-25|1911-05-26|0|0|
46396|3237|1|1911-05-26|1911-05-27|0|0|
46397|19945|1|1911-05-27|1911-05-28|0|0|
46398|650|1|1911-05-28|1911-05-29|0|0|
46399|17105|1|1911-05-29|1911-05-30|0|0|
46400|2177|1|1911-05-30|1911-05-31|0|0|
46401|8532|1|1911-05-31|1911-06-01|0|0|
46402|7217|1|1911-06-01|1911-06-02|0|0|
46403|10304|1|1911-06-02|1911-06-03|0|0|
46404|19381|3|1911-06-03|1911-06-04|1838093|0|
46405|27146|1|1911-06-04|1911-06-05|0|0|
46406|23381|1|1911-06-05|1911-06-06|0|0|
46407|24499|3|1911-06-06|1911-06-07|2007196|0|
46408|24499|3|1911-06-07|1911-06-08|1825547|0|
46409|1805|3|1911-06-08|1911-06-09|1825547|0|
46410|26193|3|1911-06-09|1911-06-10|1825547|0|
46411|25151|3|1911-06-10|1911-06-11|1825547|0|
46412|26278|3|1911-06-11|1911-06-12|1825547|0|
46413|1334|3|1911-06-12|1911-06-13|1825547|0|
46414|1916|3|1911-06-13|1911-06-14|1825547|0|
46415|1336|3|1911-06-14|1911-06-15|1825547|0|
46416|19156|0|1911-06-15|1911-06-16|0|0|
46417|26822|3|1911-06-16|1911-06-17|1825547|0|
46418|9332|3|1911-06-17|1911-06-18|1825547|0|
46419|1331|3|1911-06-18|1911-06-19|1825547|0|
46420|25744|3|1911-06-19|1911-06-20|1825547|0|
46421|1327|3|1911-06-20|1911-06-21|1825547|0|
46422|1335|3|1911-06-21|1911-06-22|1825547|0|
46423|24135|1|1911-06-22|1911-06-23|0|0|
46424|25229|1|1911-06-23|1911-06-24|0|0|
46425|24135|3|1911-06-24|1911-06-25|1825547|0|
46426|27700|3|1911-06-25|1911-06-26|1825547|0|
46427|18436|1|1911-06-26|1911-06-27|0|0|
46428|6890|1|1911-06-27|1911-06-28|0|0|
46429|247|1|1911-06-28|1911-06-29|0|0|
46430|25736|1|1911-06-29|1911-06-30|0|0|
46431|20143|1|1911-06-30|1911-07-01|0|0|
46432|216|1|1911-07-01|1911-07-02|0|0|
46433|4907|1|1911-07-02|1911-07-03|0|0|
46434|27701|3|1911-07-03|1911-07-04|1153755|0|
46435|3963|3|1911-07-04|1911-07-05|1153755|0|
46436|27494|3|1911-07-05|1911-07-06|1153755|0|
46437|1558|3|1911-07-06|1911-07-07|1183814|0|
46438|13475|3|1911-07-07|1911-07-08|1299046|0|
46439|27702|3|1911-07-08|1911-07-09|1293359|0|
46440|2532|3|1911-07-09|1911-07-10|1244365|0|
46441|21691|3|1911-07-10|1911-07-11|1697522|0|
46442|17539|3|1911-07-11|1911-07-12|1917284|0|
46443|1796|1|1911-07-12|1911-07-13|0|0|
46444|26324|3|1911-07-13|1911-07-14|1238231|0|
46445|16312|3|1911-07-14|1911-07-15|1775345|0|
46446|27703|0|1911-07-15|1911-07-16|0|0|
46447|27704|3|1911-07-16|1911-07-17|1742517|0|
46448|16346|3|1911-07-17|1911-07-18|1244365|0|
46449|17022|3|1911-07-18|1911-07-19|2123656|0|
46450|11785|3|1911-07-19|1911-07-20|1742517|0|
46451|27066|3|1911-07-20|1911-07-21|1707525|0|
46452|8642|3|1911-07-21|1911-07-22|1183873|0|
46453|1350|1|1911-07-22|1911-07-23|0|0|
46454|3088|1|1911-07-23|1911-07-24|0|0|
46455|1881|1|1911-07-24|1911-07-25|0|0|
46456|14327|1|1911-07-25|1911-07-26|0|0|
46457|2532|1|1911-07-26|1911-07-27|0|0|
46458|10321|1|1911-07-27|1911-07-28|0|0|
46459|4207|1|1911-07-28|1911-07-29|0|0|
46460|17965|1|1911-07-29|1911-07-30|0|0|
46461|1503|1|1911-07-30|1911-07-31|0|0|
46462|10321|3|1911-07-31|1911-08-01|1270291|0|
46463|4207|3|1911-08-01|1911-08-02|1270291|0|
46464|17965|3|1911-08-02|1911-08-03|1270291|0|
46465|1503|3|1911-08-03|1911-08-04|1270291|0|
46466|17207|1|1911-08-04|1911-08-05|0|0|
46467|1883|1|1911-08-05|1911-08-06|0|0|
46468|18518|1|1911-08-06|1911-08-07|0|0|
46469|27704|3|1911-08-07|1911-08-08|2130283|0|
46470|18673|1|1911-08-08|1911-08-09|0|0|
46471|10262|1|1911-08-09|1911-08-10|0|0|
46472|7053|1|1911-08-10|1911-08-11|0|0|
46473|368|1|1911-08-11|1911-08-12|0|0|
46474|19762|1|1911-08-12|1911-08-13|0|0|
46475|789|3|1911-08-13|1911-08-14|1303184|0|
46476|26438|3|1911-08-14|1911-08-15|1630940|0|
46477|27695|1|1911-08-15|1911-08-16|0|0|
46478|18363|1|1911-08-16|1911-08-17|0|0|
46479|26891|1|1911-08-17|1911-08-18|0|0|
46480|22648|1|1911-08-18|1911-08-19|0|0|
46481|5578|1|1911-08-19|1911-08-20|0|0|
46482|18256|1|1911-08-20|1911-08-21|0|0|
46483|19432|1|1911-08-21|1911-08-22|0|0|
46484|25339|1|1911-08-22|1911-08-23|0|0|
46485|25340|1|1911-08-23|1911-08-24|0|0|
46486|6595|1|1911-08-24|1911-08-25|0|0|
46487|6863|1|1911-08-25|1911-08-26|0|0|
46488|5602|4|1911-08-26|1911-08-27|0|0|
46489|27705|3|1911-08-27|1911-08-28|1298189|0|
46490|1153|3|1911-08-28|1911-08-29|1852115|0|
46491|5564|1|1911-08-29|1911-08-30|0|0|
46492|5640|1|1911-08-30|1911-08-31|0|0|
46493|7035|1|1911-08-31|1911-09-01|0|0|
46494|7032|1|1911-09-01|1911-09-02|0|0|
46495|7028|1|1911-09-02|1911-09-03|0|0|
46496|13716|3|1911-09-03|1911-09-04|1583538|0|
46497|27706|3|1911-09-04|1911-09-05|2242140|0|
46498|27352|3|1911-09-05|1911-09-06|2033769|0|
46499|19848|3|1911-09-06|1911-09-07|1322628|0|
46500|26975|3|1911-09-07|1911-09-08|1322628|0|
46501|27707|1|1911-09-08|1911-09-09|0|0|
46502|27708|3|1911-09-09|1911-09-10|1222101|0|
46503|27709|3|1911-09-10|1911-09-11|1259608|0|
46504|27710|3|1911-09-11|1911-09-12|1244365|0|
46505|27711|3|1911-09-12|1911-09-13|1244365|0|
46506|27712|3|1911-09-13|1911-09-14|1322627|0|
46507|27713|3|1911-09-14|1911-09-15|1322627|0|
46508|26991|3|1911-09-15|1911-09-16|1266753|0|
46509|5654|1|1911-09-16|1911-09-17|0|0|
46510|7042|1|1911-09-17|1911-09-18|0|0|
46511|27714|3|1911-09-18|1911-09-19|1322627|0|
46512|17350|3|1911-09-19|1911-09-20|1322627|0|
46513|27707|3|1911-09-20|1911-09-21|1322919|0|
46514|26474|3|1911-09-21|1911-09-22|1997536|0|
46515|26449|3|1911-09-22|1911-09-23|1997536|0|
46516|27371|3|1911-09-23|1911-09-24|1997536|0|
46517|1544|3|1911-09-24|1911-09-25|1997536|0|
46518|3775|1|1911-09-25|1911-09-26|0|0|
46519|25038|3|1911-09-26|1911-09-27|1293479|0|
46520|10269|1|1911-09-27|1911-09-28|0|0|
46521|27583|1|1911-09-28|1911-09-29|0|0|
46522|27580|1|1911-09-29|1911-09-30|0|0|
46523|27554|1|1911-09-30|1911-10-01|0|0|
46524|10212|1|1911-10-01|1911-10-02|0|0|
46525|27605|1|1911-10-02|1911-10-03|0|0|
46526|3716|1|1911-10-03|1911-10-04|0|0|
46527|27608|1|1911-10-04|1911-10-05|0|0|
46528|10220|1|1911-10-05|1911-10-06|0|0|
46529|10217|1|1911-10-06|1911-10-07|0|0|
46530|10223|1|1911-10-07|1911-10-08|0|0|
46531|10257|1|1911-10-08|1911-10-09|0|0|
46532|20218|1|1911-10-09|1911-10-10|0|0|
46533|13048|1|1911-10-10|1911-10-11|0|0|
46534|7990|1|1911-10-11|1911-10-12|0|0|
46535|18233|1|1911-10-12|1911-10-13|0|0|
46536|27715|3|1911-10-13|1911-10-14|1199897|0|
46537|27716|3|1911-10-14|1911-10-15|1213772|0|
46538|27717|3|1911-10-15|1911-10-16|1265296|0|
46539|27718|3|1911-10-16|1911-10-17|1777752|0|
46540|27719|3|1911-10-17|1911-10-18|1777752|0|
46541|27720|3|1911-10-18|1911-10-19|1266056|0|
46542|27721|3|1911-10-19|1911-10-20|1306172|0|
46543|17402|3|1911-10-20|1911-10-21|1827967|0|
46544|1468|3|1911-10-21|1911-10-22|2130283|0|
46545|11898|3|1911-10-22|1911-10-23|1701152|0|
46546|17723|3|1911-10-23|1911-10-24|1865647|0|
46547|17734|3|1911-10-24|1911-10-25|1784890|0|
46548|8806|3|1911-10-25|1911-10-26|1512210|0|
46549|22716|3|1911-10-26|1911-10-27|1919386|0|
46550|26787|3|1911-10-27|1911-10-28|1854613|0|
46551|27722|3|1911-10-28|1911-10-29|1995457|0|
46552|26788|3|1911-10-29|1911-10-30|2099957|0|
46553|17745|3|1911-10-30|1911-10-31|1928088|0|
46554|17395|3|1911-10-31|1911-11-01|2155080|0|
46555|26774|3|1911-11-01|1911-11-02|1708471|0|
46556|17401|3|1911-11-02|1911-11-03|1726054|0|
46557|11813|3|1911-11-03|1911-11-04|1888003|0|
46558|8296|3|1911-11-04|1911-11-05|1588212|0|
46559|6839|3|1911-11-05|1911-11-06|1876550|0|
46560|8293|3|1911-11-06|1911-11-07|1998248|0|
46561|6846|3|1911-11-07|1911-11-08|1966478|0|
46562|17003|3|1911-11-08|1911-11-09|1995511|0|
46563|17744|3|1911-11-09|1911-11-10|2207354|0|
46564|17726|3|1911-11-10|1911-11-11|1708532|0|
46565|17458|3|1911-11-11|1911-11-12|1985583|0|
46566|8807|3|1911-11-12|1911-11-13|1935427|0|
46567|27007|3|1911-11-13|1911-11-14|1966530|0|
46568|18296|3|1911-11-14|1911-11-15|2030805|0|
46569|11897|3|1911-11-15|1911-11-16|1803024|0|
46570|26848|3|1911-11-16|1911-11-17|1917284|0|
46571|11817|3|1911-11-17|1911-11-18|1918782|0|
46572|11849|3|1911-11-18|1911-11-19|1999471|0|
46573|13515|3|1911-11-19|1911-11-20|1707790|0|
46574|17396|3|1911-11-20|1911-11-21|2161658|0|
46575|17738|3|1911-11-21|1911-11-22|1990444|0|
46576|11899|3|1911-11-22|1911-11-23|1906678|0|
46577|11786|3|1911-11-23|1911-11-24|1948340|0|
46578|27723|3|1911-11-24|1911-11-25|1888666|0|
46579|17733|3|1911-11-25|1911-11-26|2028419|0|
46580|17710|1|1911-11-26|1911-11-27|0|0|
46581|26135|1|1911-11-27|1911-11-28|0|0|
46582|9452|1|1911-11-28|1911-11-29|0|0|
46583|1594|1|1911-11-29|1911-11-30|0|0|
46584|27724|1|1911-11-30|1911-12-01|0|0|
46585|27725|1|1911-12-01|1911-12-02|0|0|
46586|27726|1|1911-12-02|1911-12-03|0|0|
46587|27727|1|1911-12-03|1911-12-04|0|0|
46588|27728|3|1911-12-04|1911-12-05|1196867|0|
46589|7587|3|1911-12-05|1911-12-06|1228538|0|
46590|7585|3|1911-12-06|1911-12-07|1271381|0|
46591|26840|1|1911-12-07|1911-12-08|0|0|
46592|14196|1|1911-12-08|1911-12-09|0|0|
46593|18518|3|1911-12-09|1911-12-10|1922623|0|
46594|1350|3|1911-12-10|1911-12-11|1998248|0|
46595|1881|3|1911-12-11|1911-12-12|2244285|0|
46596|3946|3|1911-12-12|1911-12-13|1998248|0|
46597|17493|1|1911-12-13|1911-12-14|0|0|
46598|19634|1|1911-12-14|1911-12-15|0|0|
46599|3947|1|1911-12-15|1911-12-16|0|0|
46600|3867|1|1911-12-16|1911-12-17|0|0|
46601|16569|1|1911-12-17|1911-12-18|0|0|
46602|21455|1|1911-12-18|1911-12-19|0|0|
46603|24667|1|1911-12-19|1911-12-20|0|0|
46604|10357|1|1911-12-20|1911-12-21|0|0|
46605|17987|1|1911-12-21|1911-12-22|0|0|
46606|1189|1|1911-12-22|1911-12-23|0|0|
46607|23997|1|1911-12-23|1911-12-24|0|0|
46608|17964|1|1911-12-24|1911-12-25|0|0|
46609|23507|1|1911-12-25|1911-12-26|0|0|
46610|13717|1|1911-12-26|1911-12-27|0|0|
46611|13208|1|1911-12-27|1911-12-28|0|0|
46612|13215|1|1911-12-28|1911-12-29|0|0|
46613|13209|1|1911-12-29|1911-12-30|0|0|
46614|27404|1|1911-12-30|1911-12-31|0|0|
46615|8942|1|1911-12-31|1912-01-01|0|0|
46616|8942|5|1912-01-01|1912-01-02|0|0|
46617|19155|3|1912-01-02|1912-01-03|1225130|0|
46618|26826|3|1912-01-03|1912-01-04|1257295|0|
46619|27729|3|1912-01-04|1912-01-05|1316603|0|
46620|16679|3|1912-01-05|1912-01-06|1316603|0|
46621|19155|3|1912-01-06|1912-01-07|1139052|0|
46622|26825|5|1912-01-07|1912-01-08|0|0|
46623|3759|3|1912-01-08|1912-01-09|2118839|0|
46624|1428|3|1912-01-09|1912-01-10|1222702|0|
46625|27730|3|1912-01-10|1912-01-11|1331706|0|
46626|14193|1|1912-01-11|1912-01-12|0|0|
46627|2176|3|1912-01-12|1912-01-13|1251489|0|
46628|2174|3|1912-01-13|1912-01-14|2010463|0|
46629|2179|3|1912-01-14|1912-01-15|1163394|0|
46630|10224|3|1912-01-15|1912-01-16|1293539|0|
46631|2162|3|1912-01-16|1912-01-17|1730604|0|
46632|2161|3|1912-01-17|1912-01-18|1296214|0|
46633|2154|3|1912-01-18|1912-01-19|1151842|0|
46634|2542|3|1912-01-19|1912-01-20|1296214|0|
46635|2551|3|1912-01-20|1912-01-21|1163394|0|
46636|2552|3|1912-01-21|1912-01-22|1251489|0|
46637|2556|3|1912-01-22|1912-01-23|1293539|0|
46638|2565|3|1912-01-23|1912-01-24|2010463|0|
46639|19940|3|1912-01-24|1912-01-25|1730604|0|
46640|19941|3|1912-01-25|1912-01-26|1151842|0|
46641|14199|3|1912-01-26|1912-01-27|2118839|0|
46642|1462|3|1912-01-27|1912-01-28|1316460|0|
46643|27712|1|1912-01-28|1912-01-29|0|0|
46644|612|1|1912-01-29|1912-01-30|0|0|
46645|1152|1|1912-01-30|1912-01-31|0|0|
46646|11585|3|1912-01-31|1912-02-01|1295096|0|
46647|26609|3|1912-02-01|1912-02-02|1295096|0|
46648|26829|3|1912-02-02|1912-02-03|1295096|0|
46649|26226|3|1912-02-03|1912-02-04|1295096|0|
46650|26289|3|1912-02-04|1912-02-05|1295096|0|
46651|26578|3|1912-02-05|1912-02-06|1295096|0|
46652|27731|3|1912-02-06|1912-02-07|1244209|0|
46653|26872|3|1912-02-07|1912-02-08|1244209|0|
46654|27732|3|1912-02-08|1912-02-09|1244209|0|
46655|27733|3|1912-02-09|1912-02-10|1327167|0|
46656|13449|3|1912-02-10|1912-02-11|1253783|0|
46657|1883|3|1912-02-11|1912-02-12|1253783|0|
46658|1350|3|1912-02-12|1912-02-13|1253783|0|
46659|5247|1|1912-02-13|1912-02-14|0|0|
46660|18516|1|1912-02-14|1912-02-15|0|0|
46661|1858|1|1912-02-15|1912-02-16|0|0|
46662|3129|1|1912-02-16|1912-02-17|0|0|
46663|20590|1|1912-02-17|1912-02-18|0|0|
46664|11129|1|1912-02-18|1912-02-19|0|0|
46665|1929|4|1912-02-19|1912-02-20|0|0|
46666|15964|1|1912-02-20|1912-02-21|0|0|
46667|19884|1|1912-02-21|1912-02-22|0|0|
46668|27734|3|1912-02-22|1912-02-23|1702417|0|
46669|27735|3|1912-02-23|1912-02-24|1984982|0|
46670|27736|3|1912-02-24|1912-02-25|2242311|0|
46671|27737|3|1912-02-25|1912-02-26|1984982|0|
46672|27738|3|1912-02-26|1912-02-27|1701400|0|
46673|27739|3|1912-02-27|1912-02-28|2049732|0|
46674|1469|3|1912-02-28|1912-02-29|2242311|0|
46675|8208|3|1912-02-29|1912-03-01|2006450|0|
46676|1623|3|1912-03-01|1912-03-02|2036160|0|
46677|1674|3|1912-03-02|1912-03-03|1702417|0|
46678|8210|3|1912-03-03|1912-03-04|1982439|0|
46679|11814|3|1912-03-04|1912-03-05|2054643|0|
46680|17396|3|1912-03-05|1912-03-06|1862244|0|
46681|11849|3|1912-03-06|1912-03-07|2181993|0|
46682|12625|3|1912-03-07|1912-03-08|2069452|0|
46683|27740|3|1912-03-08|1912-03-09|1271282|0|
46684|27741|3|1912-03-09|1912-03-10|1159205|0|
46685|27742|3|1912-03-10|1912-03-11|1148330|0|
46686|27743|3|1912-03-11|1912-03-12|1362683|0|
46687|27744|1|1912-03-12|1912-03-13|0|0|
46688|1417|1|1912-03-13|1912-03-14|0|0|
46689|27007|1|1912-03-14|1912-03-15|0|0|
46690|17097|1|1912-03-15|1912-03-16|0|0|
46691|27136|1|1912-03-16|1912-03-17|0|0|
46692|1179|1|1912-03-17|1912-03-18|0|0|
46693|8331|1|1912-03-18|1912-03-19|0|0|
46694|11813|1|1912-03-19|1912-03-20|0|0|
46695|73|1|1912-03-20|1912-03-21|0|0|
46696|1818|1|1912-03-21|1912-03-22|0|0|
46697|26848|1|1912-03-22|1912-03-23|0|0|
46698|3815|1|1912-03-23|1912-03-24|0|0|
46699|21006|1|1912-03-24|1912-03-25|0|0|
46700|21007|1|1912-03-25|1912-03-26|0|0|
46701|27171|1|1912-03-26|1912-03-27|0|0|
46702|8029|1|1912-03-27|1912-03-28|0|0|
46703|27173|1|1912-03-28|1912-03-29|0|0|
46704|17395|1|1912-03-29|1912-03-30|0|0|
46705|17047|1|1912-03-30|1912-03-31|0|0|
46706|25922|1|1912-03-31|1912-04-01|0|0|
46707|25923|1|1912-04-01|1912-04-02|0|0|
46708|26365|1|1912-04-02|1912-04-03|0|0|
46709|26287|1|1912-04-03|1912-04-04|0|0|
46710|17506|1|1912-04-04|1912-04-05|0|0|
46711|27669|1|1912-04-05|1912-04-06|0|0|
46712|26133|1|1912-04-06|1912-04-07|0|0|
46713|1416|1|1912-04-07|1912-04-08|0|0|
46714|1557|1|1912-04-08|1912-04-09|0|0|
46715|26533|1|1912-04-09|1912-04-10|0|0|
46716|18514|1|1912-04-10|1912-04-11|0|0|
46717|1750|1|1912-04-11|1912-04-12|0|0|
46718|18235|1|1912-04-12|1912-04-13|0|0|
46719|8066|1|1912-04-13|1912-04-14|0|0|
46720|9506|1|1912-04-14|1912-04-15|0|0|
46721|6831|1|1912-04-15|1912-04-16|0|0|
46722|8401|1|1912-04-16|1912-04-17|0|0|
46723|13464|1|1912-04-17|1912-04-18|0|0|
46724|13465|1|1912-04-18|1912-04-19|0|0|
46725|21235|1|1912-04-19|1912-04-20|0|0|
46726|21927|1|1912-04-20|1912-04-21|0|0|
46727|27028|1|1912-04-21|1912-04-22|0|0|
46728|7464|1|1912-04-22|1912-04-23|0|0|
46729|7569|1|1912-04-23|1912-04-24|0|0|
46730|6988|1|1912-04-24|1912-04-25|0|0|
46731|17258|1|1912-04-25|1912-04-26|0|0|
46732|19910|1|1912-04-26|1912-04-27|0|0|
46733|7417|1|1912-04-27|1912-04-28|0|0|
46734|7246|1|1912-04-28|1912-04-29|0|0|
46735|8743|1|1912-04-29|1912-04-30|0|0|
46736|8807|1|1912-04-30|1912-05-01|0|0|
46737|1888|1|1912-05-01|1912-05-02|0|0|
46738|20547|1|1912-05-02|1912-05-03|0|0|
46739|3091|1|1912-05-03|1912-05-04|0|0|
46740|3086|1|1912-05-04|1912-05-05|0|0|
46741|19763|1|1912-05-05|1912-05-06|0|0|
46742|14478|3|1912-05-06|1912-05-07|1298089|0|
46743|7569|3|1912-05-07|1912-05-08|1298089|0|
46744|19833|3|1912-05-08|1912-05-09|1228042|0|
46745|27745|3|1912-05-09|1912-05-10|1182972|0|
46746|3222|1|1912-05-10|1912-05-11|0|0|
46747|948|1|1912-05-11|1912-05-12|0|0|
46748|20862|1|1912-05-12|1912-05-13|0|0|
46749|10317|1|1912-05-13|1912-05-14|0|0|
46750|17402|1|1912-05-14|1912-05-15|0|0|
46751|8317|1|1912-05-15|1912-05-16|0|0|
46752|956|1|1912-05-16|1912-05-17|0|0|
46753|3250|1|1912-05-17|1912-05-18|0|0|
46754|19854|1|1912-05-18|1912-05-19|0|0|
46755|19894|1|1912-05-19|1912-05-20|0|0|
46756|18538|3|1912-05-20|1912-05-21|1678602|0|
46757|18539|3|1912-05-21|1912-05-22|1632765|0|
46758|18540|3|1912-05-22|1912-05-23|1133626|0|
46759|15313|3|1912-05-23|1912-05-24|1259361|0|
46760|15314|3|1912-05-24|1912-05-25|1319178|0|
46761|840|1|1912-05-25|1912-05-26|0|0|
46762|20915|1|1912-05-26|1912-05-27|0|0|
46763|3247|1|1912-05-27|1912-05-28|0|0|
46764|10300|1|1912-05-28|1912-05-29|0|0|
46765|17458|1|1912-05-29|1912-05-30|0|0|
46766|1776|1|1912-05-30|1912-05-31|0|0|
46767|17396|1|1912-05-31|1912-06-01|0|0|
46768|1836|1|1912-06-01|1912-06-02|0|0|
46769|17397|3|1912-06-02|1912-06-03|1975139|0|
46770|27027|3|1912-06-03|1912-06-04|1347283|0|
46771|3247|3|1912-06-04|1912-06-05|1253009|0|
46772|683|3|1912-06-05|1912-06-06|1253009|0|
46773|10352|3|1912-06-06|1912-06-07|1253009|0|
46774|27746|3|1912-06-07|1912-06-08|2000766|0|
46775|19483|1|1912-06-08|1912-06-09|0|0|
46776|27289|1|1912-06-09|1912-06-10|0|0|
46777|18585|3|1912-06-10|1912-06-11|1678602|0|
46778|19074|3|1912-06-11|1912-06-12|1447920|0|
46779|20399|3|1912-06-12|1912-06-13|1447920|0|
46780|20399|1|1912-06-13|1912-06-14|0|0|
46781|19074|1|1912-06-14|1912-06-15|0|0|
46782|18012|3|1912-06-15|1912-06-16|2054643|0|
46783|26502|3|1912-06-16|1912-06-17|2054643|0|
46784|26303|3|1912-06-17|1912-06-18|2054643|0|
46785|6934|3|1912-06-18|1912-06-19|2054643|0|
46786|19092|3|1912-06-19|1912-06-20|2054643|0|
46787|26304|3|1912-06-20|1912-06-21|2054643|0|
46788|24299|1|1912-06-21|1912-06-22|0|0|
46789|26501|1|1912-06-22|1912-06-23|0|0|
46790|25048|1|1912-06-23|1912-06-24|0|0|
46791|843|3|1912-06-24|1912-06-25|1187530|0|
46792|27747|3|1912-06-25|1912-06-26|1133626|0|
46793|27748|3|1912-06-26|1912-06-27|1295593|0|
46794|650|3|1912-06-27|1912-06-28|1295593|0|
46795|19854|3|1912-06-28|1912-06-29|1295593|0|
46796|7601|3|1912-06-29|1912-06-30|1690655|0|
46797|27749|3|1912-06-30|1912-07-01|1223695|0|
46798|25923|3|1912-07-01|1912-07-02|2126000|0|
46799|1696|3|1912-07-02|1912-07-03|2036160|0|
46800|3775|3|1912-07-03|1912-07-04|2036160|0|
46801|1179|3|1912-07-04|1912-07-05|1293189|0|
46802|14483|3|1912-07-05|1912-07-06|1298089|0|
46803|27750|3|1912-07-06|1912-07-07|1313133|0|
46804|27751|0|1912-07-07|1912-07-08|0|0|
46805|27752|0|1912-07-08|1912-07-09|0|0|
46806|27753|0|1912-07-09|1912-07-10|0|0|
46807|27754|0|1912-07-10|1912-07-11|0|0|
46808|27755|0|1912-07-11|1912-07-12|0|0|
46809|27756|0|1912-07-12|1912-07-13|0|0|
46810|27757|3|1912-07-13|1912-07-14|1148330|0|
46811|10212|3|1912-07-14|1912-07-15|1616437|0|
46812|27758|0|1912-07-15|1912-07-16|0|0|
46813|27759|0|1912-07-16|1912-07-17|0|0|
46814|27760|0|1912-07-17|1912-07-18|0|0|
46815|27761|0|1912-07-18|1912-07-19|0|0|
46816|27762|0|1912-07-19|1912-07-20|0|0|
46817|27763|0|1912-07-20|1912-07-21|0|0|
46818|27764|0|1912-07-21|1912-07-22|0|0|
46819|27765|0|1912-07-22|1912-07-23|0|0|
46820|27766|0|1912-07-23|1912-07-24|0|0|
46821|27767|0|1912-07-24|1912-07-25|0|0|
46822|27767|3|1912-07-25|1912-07-26|2006450|0|
46823|26937|3|1912-07-26|1912-07-27|1275459|0|
46824|1348|3|1912-07-27|1912-07-28|1588211|0|
46825|27754|3|1912-07-28|1912-07-29|1320971|0|
46826|27768|3|1912-07-29|1912-07-30|1320971|0|
