ID|NUMBER|KEYTYPEID
19849|20|290
19850|21|290
19851|1|4405
19852|6|3446
19853|4|273
19854|13|3785
19855|23|1888
19856|1|241
19857|7|1025
19858|2|4406
19859|6|1029
19860|7|1029
19861|8|1029
19862|9|1029
19863|3|1576
19864|7|3596
19865|8|3596
19866|9|3596
19867|6|3587
19868|6|3948
19869|5|1575
19870|8|1025
19871|5|3684
19872|30|1513
19873|9|1025
19874|19|2270
19875|38|2791
19876|14|3785
19877|15|3785
19878|5|273
19879|42|284
19880|43|284
19881|44|284
19882|45|284
19883|25|4290
19884|5|3322
19885|2|1966
19886|9|349
19887|5|475
19888|6|475
19889|1|477
19890|3|4432
19891|9|287
19892|9|4191
19893|10|1029
19894|10|245
19895|26|4290
19896|4|2867
19897|5|1749
19898|6|1749
19899|7|1749
19900|32|636
19901|33|636
19902|34|636
19903|36|647
19904|161|292
19905|1|478
19906|6|1575
19907|3|2379
19908|4|3601
19909|9|3597
19910|10|3597
19911|3|1974
19912|3|3593
19913|4|3593
19914|5|3593
19915|14|1515
19916|35|4283
19917|9|4153
19918|22|4152
19919|36|2431
19920|99|324
19921|100|324
19922|101|324
19923|102|324
19924|23|4152
19925|5|4467
19926|29|1722
19927|5|467
19928|6|467
19929|7|1575
19930|27|4290
19931|6|1994
19932|1|479
19933|2|479
19934|28|315
19935|28|3676
19936|7|2422
19937|49|291
19938|50|291
19939|51|291
19940|32|320
19941|33|320
19942|34|320
19943|4|3974
19944|35|320
19945|36|320
19946|37|320
19947|1|480
19948|2|480
19949|28|4300
19950|8|1575
19951|9|1575
19952|25|266
19953|5|225
19954|6|225
19955|1|481
19956|2|481
19957|5|3602
19958|29|4073
19959|5|322
19960|6|322
19961|7|322
19962|8|322
19963|9|322
19964|10|322
19965|11|322
19966|12|322
19967|13|322
19968|6|273
19969|26|266
19970|14|322
19971|15|322
19972|16|322
19973|17|322
19974|3|4473
19975|4|2385
19976|29|3676
19977|9|3679
19978|35|296
19979|7|1523
19980|1|482
19981|4|4252
19982|5|4252
19983|6|4252
19984|7|4252
19985|8|4252
19986|9|4252
19987|20|4192
19988|15|3927
19989|7|374
19990|8|374
19991|9|374
19992|5|4355
19993|4|202
19994|9|2949
19995|10|2949
19996|20|4377
19997|21|4377
19998|22|4377
19999|8|4240
20000|26|766
20001|27|766
20002|41|775
20003|20|703
20004|1|491
20005|1|2210
20006|2|2210
20007|3|2210
20008|4|2210
20009|5|2210
20010|6|2210
20011|7|2210
20012|8|2210
20013|9|2210
20014|10|2210
20015|11|2210
20016|12|2210
20017|13|2210
20018|14|2210
20019|15|2210
20020|16|2210
20021|17|2210
20022|18|2210
20023|19|2210
20024|20|2210
20025|21|2210
20026|22|2210
20027|23|2210
20028|24|2210
20029|25|2210
20030|26|2210
20031|27|2210
20032|28|2210
20033|29|2210
20034|30|2210
20035|31|2210
20036|32|2210
20037|33|2210
20038|34|2210
20039|35|2210
20040|36|2210
20041|37|2210
20042|38|2210
20043|39|2210
20044|40|2210
20045|41|2210
20046|42|2210
20047|43|2210
20048|44|2210
20049|45|2210
20050|46|2210
20051|47|2210
20052|48|2210
20053|49|2210
20054|50|2210
20055|51|2210
20056|52|2210
20057|53|2210
20058|54|2210
20059|55|2210
20060|56|2210
20061|57|2210
20062|58|2210
20063|59|2210
20064|60|2210
20065|61|2210
20066|62|2210
20067|63|2210
20068|64|2210
20069|65|2210
20070|66|2210
20071|67|2210
20072|68|2210
20073|69|2210
20074|70|2210
20075|71|2210
20076|72|2210
20077|73|2210
20078|74|2210
20079|75|2210
20080|76|2210
20081|77|2210
20082|78|2210
20083|79|2210
20084|80|2210
20085|81|2210
20086|82|2210
20087|83|2210
20088|84|2210
20089|85|2210
20090|86|2210
20091|87|2210
20092|88|2210
20093|89|2210
20094|90|2210
20095|91|2210
20096|92|2210
20097|93|2210
20098|94|2210
20099|95|2210
20100|96|2210
20101|97|2210
20102|98|2210
20103|99|2210
20104|100|2210
20105|101|2210
20106|102|2210
20107|103|2210
20108|104|2210
20109|105|2210
20110|106|2210
20111|107|2210
20112|108|2210
20113|109|2210
20114|110|2210
20115|111|2210
20116|112|2210
20117|113|2210
20118|114|2210
20119|115|2210
20120|116|2210
20121|117|2210
20122|118|2210
20123|119|2210
20124|120|2210
20125|121|2210
20126|122|2210
20127|123|2210
20128|124|2210
20129|125|2210
20130|11|1
20131|12|1
20132|13|1
20133|14|1
20134|15|1
20135|14|18
20136|2|34
20137|3|34
20138|3|35
20139|4|35
20140|5|39
20141|6|39
20142|7|39
20143|8|39
20144|9|39
20145|4|41
20146|5|47
20147|6|47
20148|4|49
20149|5|49
20150|6|49
20151|103|324
20152|10|4252
20153|42|137
20154|13|148
20155|14|148
20156|17|148
20157|18|148
20158|3|161
20159|3|176
20160|7|189
20161|195|4293
20162|4|461
20163|6|231
20164|3|1431
20165|4|490
20166|1|485
20167|2|485
20168|104|324
20169|3|195
20170|4|464
20171|1|486
20172|2|486
20173|1|487
20174|2|487
20175|3|487
20176|4|487
20177|3|488
20178|4|488
20179|1|489
20180|2|489
20181|3|489
20182|4|489
20183|25|4179
20184|39|4307
20185|3|352
20186|4|352
20187|5|352
20188|6|352
20189|4|382
20190|3|445
20191|37|296
20192|41|577
20193|3|581
20194|3|582
20195|3|583
20196|3|584
20197|3|587
20198|3|588
20199|3|589
20200|3|590
20201|3|591
20202|3|606
20203|4|606
20204|3|627
20205|27|647
20206|4|657
20207|4|686
20208|10|744
20209|11|744
20210|19|766
20211|38|296
20212|1|1605
20213|2|1605
20214|3|202
20215|3|900
20216|4|900
20217|7|902
20218|10|925
20219|11|925
20220|12|925
20221|2|936
20222|3|936
20223|10|983
20224|3|1053
20225|4|1053
20226|3|1062
20227|7|1064
20228|8|1064
20229|9|1064
20230|7|1066
20231|104|1105
20232|16|1110
20233|4|1121
20234|5|1215
20235|4|1256
20236|26|1267
20237|27|1267
20238|11|1322
20239|2|1448
20240|36|4283
20241|37|4283
20242|7|1457
20243|2|4413
20244|11|1483
20245|12|1483
20246|5|1501
20247|14|1527
20248|3|1528
20249|3|1533
20250|5|1566
20251|23|1584
20252|24|1584
20253|25|1584
20254|2|1588
20255|7|1596
20256|8|1598
20257|9|1598
20258|4|1612
20259|5|1623
20260|5|1635
20261|15|1643
20262|16|1643
20263|17|1643
20264|4|1652
20265|20|1701
20266|21|1701
20267|22|1701
20268|23|1701
20269|24|1701
20270|25|1701
20271|26|1701
20272|27|1701
20273|28|1701
20274|29|1701
20275|28|1722
20276|4|1727
20277|3|1735
20278|4|1735
20279|5|1735
20280|6|1735
20281|2|1758
20282|5|1777
20283|3|1802
20284|3|1804
20285|4|1808
20286|3|1809
20287|4|1809
20288|3|1810
20289|3|1818
20290|4|1818
20291|9|1846
20292|7|1898
20293|3|1941
20294|2|1944
20295|3|1944
20296|4|1944
20297|40|1982
20298|4|1988
20299|4|1998
20300|3|2044
20301|3|2096
20302|4|2096
20303|5|2096
20304|6|2096
20305|7|2096
20306|8|2096
20307|9|2096
20308|10|2096
20309|6|2107
20310|8|2117
20311|9|2117
20312|3|2126
20313|1|2164
20314|2|2200
20315|3|2242
20316|6|2286
20317|9|2295
20318|13|2297
20319|1|2328
20320|2|2328
20321|3|2334
20322|5|2340
20323|27|2343
20324|2|2407
20325|17|2411
20326|18|2411
20327|3|2413
20328|6|2416
20329|38|4283
20330|3|2497
20331|4|2497
20332|5|2497
20333|3|2499
20334|4|2499
20335|5|2499
20336|2|2530
20337|6|2533
20338|7|2538
20339|8|2538
20340|19|2539
20341|20|2539
20342|21|2539
20343|22|2539
20344|3|2561
20345|15|2580
20346|16|2580
20347|3|2609
20348|3|2649
20349|5|2670
20350|12|2672
20351|17|2703
20352|6|2537
20353|3|2720
20354|3|2727
20355|2|2738
20356|3|2740
20357|3|2753
20358|5|489
20359|6|489
20360|7|489
20361|8|489
20362|4|2760
20363|5|2760
20364|6|2760
20365|10|2761
20366|57|2769
20367|8|2780
20368|21|2784
20369|22|2784
20370|23|2784
20371|24|2784
20372|25|2784
20373|26|2784
20374|3|2806
20375|7|2828
20376|3|2918
20377|4|2918
20378|5|2918
20379|6|2918
20380|3|2929
20381|5|2932
20382|6|2932
20383|7|2932
20384|5|2933
20385|6|2933
20386|7|2933
20387|5|2941
20388|7|2948
20389|8|2948
20390|9|2948
20391|10|2948
20392|4|2996
20393|2|3058
20394|6|3206
20395|6|3258
20396|4|3315
20397|3|3323
20398|3|3347
20399|3|3396
20400|4|3446
20401|5|3446
20402|9|3454
20403|19|3498
20404|3|3506
20405|3|3515
20406|9|489
20407|3|3537
20408|3|3561
20409|7|3570
20410|5|3580
20411|6|3580
20412|2|3592
20413|4|3605
20414|3|3627
20415|4|3627
20416|6|3628
20417|2|3656
20418|3|3656
20419|2|3658
20420|3|3667
20421|3|3671
20422|1|3678
20423|9|3695
20424|2|3717
20425|6|3718
20426|11|3765
20427|12|3765
20428|13|3765
20429|14|3765
20430|5|3767
20431|3|3771
20432|18|3795
20433|3|3819
20434|4|3819
20435|4|3887
20436|7|3925
20437|4|3949
20438|3|3982
20439|5|3990
20440|3|3993
20441|4|3993
20442|3|4011
20443|3|4022
20444|2|4035
20445|2|4087
20446|2|4115
20447|88|4143
20448|3|4159
20449|3|4206
20450|16|4222
20451|10|489
20452|0|1488
20453|0|2210
20454|0|2210
20455|0|919
20456|0|3035
20457|0|2210
20458|0|2210
20459|0|3213
20460|0|3118
20461|0|2210
20462|0|1092
20463|0|2021
20464|0|3473
20465|0|3126
20466|0|3125
20467|0|2544
20468|0|2545
20469|0|2014
20470|0|2014
20471|0|924
20472|0|1105
20473|0|926
20474|0|1901
20475|0|3369
20476|0|1043
20477|0|2968
20478|0|924
20479|0|1035
20480|0|924
20481|0|2497
20482|0|1235
20483|0|2210
20484|11|489
20485|0|1027
20486|0|3369
20487|0|3378
20488|0|3172
20489|0|2544
20490|0|926
20491|0|1105
20492|0|715
20493|12|489
20494|0|3369
20495|0|2754
20496|0|3410
20497|0|3171
20498|0|1667
20499|0|964
20500|0|639
20501|0|639
20502|0|3292
20503|0|1671
20504|0|1671
20505|0|926
20506|0|1651
20507|0|1651
20508|0|2969
20509|0|2210
20510|0|926
20511|0|2148
20512|0|1041
20513|0|3434
20514|0|926
20515|0|926
20516|0|1105
20517|0|3369
20518|0|3436
20519|0|926
20520|0|2210
20521|0|926
20522|0|926
20523|0|1094
20524|0|2347
20525|0|2210
20526|0|3189
20527|0|2210
20528|0|1675
20529|0|1675
20530|0|654
20531|0|926
20532|0|1711
20533|0|717
20534|0|2544
20535|0|1711
20536|0|2210
20537|0|2210
20538|0|807
20539|0|3033
20540|0|2565
20541|0|1480
20542|0|2210
20543|0|924
20544|0|3186
20545|0|926
20546|0|2596
20547|0|2210
20548|0|368
20549|0|2576
20550|0|2603
20551|0|2571
20552|0|2210
20553|0|3437
20554|0|1135
20555|0|926
20556|0|3193
20557|0|926
20558|0|926
20559|0|774
20560|0|3271
20561|0|3227
20562|0|3238
20563|0|697
20564|0|2547
20565|0|2547
20566|0|2173
20567|0|1032
20568|0|654
20569|0|733
20570|0|715
20571|0|2210
20572|0|2544
20573|0|2210
20574|0|2699
20575|0|3483
20576|0|926
20577|0|1031
20578|0|2210
20579|0|3378
20580|0|3369
20581|0|926
20582|0|727
20583|0|654
20584|0|717
20585|0|2210
20586|0|2217
20587|0|1105
20588|0|924
20589|0|3037
20590|0|2210
20591|0|955
20592|0|3481
20593|0|535
20594|0|535
20595|0|674
20596|0|2594
20597|0|872
20598|0|3276
20599|0|2210
20600|0|2372
20601|0|2226
20602|0|1043
20603|0|2967
20604|0|3239
20605|0|2522
20606|0|2210
20607|0|2018
20608|0|428
20609|0|2544
20610|0|926
20611|0|926
20612|0|872
20613|0|2549
20614|0|926
20615|0|2097
20616|0|2210
20617|0|3121
20618|0|3092
20619|0|533
20620|0|926
20621|0|2013
20622|0|1772
20623|0|926
20624|0|1105
20625|0|1772
20626|0|926
20627|0|2189
20628|0|1720
20629|0|708
20630|0|3384
20631|0|2370
20632|0|2147
20633|0|3405
20634|0|2210
20635|0|930
20636|0|956
20637|0|3431
20638|0|1041
20639|0|2210
20640|0|935
20641|0|3112
20642|0|2210
20643|0|400
20644|0|926
20645|0|2210
20646|0|1765
20647|0|717
20648|0|727
20649|0|2029
20650|0|3470
20651|0|1771
20652|0|926
20653|0|1771
20654|0|926
20655|0|2285
20656|0|947
20657|0|1768
20658|0|1105
20659|0|1768
20660|0|203
20661|0|926
20662|0|3449
20663|0|707
20664|0|2544
20665|0|2612
20666|0|2210
20667|0|810
20668|0|926
20669|0|2546
20670|0|3208
20671|0|3196
20672|0|3197
20673|0|2210
20674|0|1667
20675|0|1083
20676|0|2546
20677|0|872
20678|0|926
20679|0|2210
20680|0|1107
20681|0|729
20682|0|3378
20683|0|3369
20684|0|926
20685|0|926
20686|0|2210
20687|0|720
20688|0|785
20689|0|785
20690|0|926
20691|0|720
20692|0|720
20693|0|2544
20694|0|2544
20695|0|2210
20696|0|926
20697|0|398
20698|0|926
20699|0|798
20700|0|926
20701|0|2210
20702|0|1476
20703|0|2987
20704|0|2021
20705|0|3276
20706|0|2685
20707|0|1749
20708|0|3369
20709|0|2210
20710|0|2210
20711|0|2210
20712|0|2097
20713|0|2544
20714|0|926
20715|0|1653
20716|0|2081
20717|0|2189
20718|0|2210
20719|0|2593
20720|0|395
20721|0|2544
20722|0|397
20723|0|431
20724|0|926
20725|0|2210
20726|0|2210
20727|0|3121
20728|0|952
20729|0|402
20730|0|402
20731|0|1041
20732|0|2080
20733|0|2147
20734|0|2370
20735|0|2527
20736|0|924
20737|0|2189
20738|0|3359
20739|0|3359
20740|5|3406
20741|0|3359
20742|0|926
20743|0|3021
20744|15|1515
20745|4|282
20746|0|2210
20747|0|205
20748|0|926
20749|0|937
20750|0|715
20751|0|3369
20752|0|3460
20753|0|3012
20754|0|3372
20755|0|1664
20756|0|1500
20757|0|3422
20758|0|2210
20759|0|926
20760|0|3009
20761|0|3293
20762|0|3369
20763|0|926
20764|0|1105
20765|0|2534
20766|0|924
20767|0|2013
20768|0|926
20769|0|937
20770|0|1752
20771|0|2210
20772|0|2172
20773|0|866
20774|0|941
20775|0|1752
20776|0|3369
20777|0|400
20778|0|3369
20779|0|3369
20780|0|403
20781|0|2565
20782|0|1480
20783|0|399
20784|0|717
20785|0|532
20786|0|2371
20787|0|3369
20788|0|3369
20789|0|432
20790|0|3369
20791|0|3207
20792|0|2615
20793|0|926
20794|0|2121
20795|0|3468
20796|0|3369
20797|0|2023
20798|0|1488
20799|0|378
20800|0|443
20801|0|2769
20802|0|3264
20803|0|3154
20804|0|3188
20805|0|929
20806|0|717
20807|0|1445
20808|0|924
20809|0|1125
20810|0|1500
20811|0|1105
20812|42|775
20813|0|2210
20814|0|3482
20815|0|648
20816|0|2172
20817|0|3613
20818|0|2057
20819|0|753
20820|0|2210
20821|0|1904
20822|0|2135
20823|0|717
20824|0|178
20825|0|3428
20826|0|2590
20827|0|2615
20828|0|3147
20829|0|3211
20830|0|2545
20831|0|2210
20832|0|2210
20833|14|3552
20834|0|1885
20835|0|3090
20836|0|3414
20837|0|706
20838|0|2154
20839|0|2689
20840|0|881
20841|0|1872
20842|0|1749
20843|0|3162
20844|0|2210
20845|5|3317
20846|0|1105
20847|0|2594
20848|0|2681
20849|0|2544
20850|0|2594
20851|0|952
20852|0|654
20853|0|853
20854|0|1105
20855|0|2024
20856|0|978
20857|0|2210
20858|0|1124
20859|0|926
20860|0|397
20861|0|2754
20862|0|2544
20863|0|3204
20864|0|2544
20865|0|2226
20866|0|2600
20867|0|881
20868|0|2086
20869|0|2137
20870|0|2571
20871|0|2591
20872|0|940
20873|0|2544
20874|0|1787
20875|0|926
20876|0|1787
20877|0|926
20878|0|3428
20879|0|177
20880|0|733
20881|5|3539
20882|6|3539
20883|0|2210
20884|0|2010
20885|0|1098
20886|0|3437
20887|0|3495
20888|0|2125
20889|0|787
20890|0|924
20891|0|2583
20892|0|937
20893|0|2053
20894|0|3009
20895|0|926
20896|0|1918
20897|0|926
20898|0|2544
20899|0|3173
20900|0|2210
20901|0|2544
20902|0|2544
20903|0|1105
20904|0|2210
20905|0|754
20906|0|2132
20907|0|774
20908|0|1023
20909|0|2404
20910|0|936
20911|0|2008
20912|0|716
20913|0|2599
20914|0|2404
20915|0|2544
20916|0|1045
20917|0|926
20918|0|804
20919|0|926
20920|0|2210
20921|0|3116
20922|0|973
20923|0|1477
20924|0|3115
20925|0|939
20926|0|2210
20927|0|2210
20928|0|3460
20929|0|353
20930|0|2963
20931|0|1085
20932|0|781
20933|0|2021
20934|0|2612
20935|0|1675
20936|0|926
20937|0|3359
20938|0|3359
20939|0|230
20940|0|1823
20941|0|1650
20942|0|1650
20943|0|926
20944|0|926
20945|0|3020
20946|0|1086
20947|0|1752
20948|0|3108
20949|0|786
20950|0|2210
20951|0|555
20952|0|962
20953|0|962
20954|11|466
20955|0|2544
20956|0|924
20957|0|926
20958|0|3012
20959|0|3354
20960|0|3303
20961|0|926
20962|0|1027
20963|0|1658
20964|0|1097
20965|0|2589
20966|0|924
20967|0|2565
20968|0|403
20969|0|3181
20970|0|2210
20971|0|2210
20972|0|3087
20973|0|3426
20974|0|1091
20975|0|3210
20976|0|3205
20977|0|3012
20978|0|2210
20979|0|811
20980|0|3182
20981|0|1650
20982|0|3373
20983|0|2210
20984|0|1916
20985|0|926
20986|0|2226
20987|0|2210
20988|0|926
20989|0|926
20990|0|1673
20991|0|3154
20992|0|1105
20993|0|1673
20994|0|2210
20995|0|1936
20996|0|3012
20997|27|1102
20998|0|926
20999|28|1102
21000|6|3904
21001|0|3369
21002|0|414
21003|0|2210
21004|0|2210
21005|0|2210
21006|0|3187
21007|0|2210
21008|0|926
21009|0|926
21010|0|1234
21011|0|3074
21012|0|926
21013|0|705
21014|0|1041
21015|0|930
21016|0|956
21017|0|2210
21018|0|2210
21019|0|3164
21020|0|3012
21021|0|924
21022|0|3261
21023|0|2210
21024|0|648
21025|0|1135
21026|0|2616
21027|0|1101
21028|0|845
21029|0|2210
21030|0|454
21031|0|454
21032|0|360
21033|0|2210
21034|0|1671
21035|0|1041
21036|0|3174
21037|0|2265
21038|0|2210
21039|0|1235
21040|0|1658
21041|0|744
21042|16|1515
21043|0|2814
21044|17|1515
21045|0|2210
21046|0|1041
21047|0|2210
21048|0|2210
21049|0|926
21050|0|1032
21051|0|2597
21052|0|219
21053|0|219
21054|0|3281
21055|0|763
21056|0|872
21057|0|839
21058|0|3473
21059|0|2285
21060|0|926
21061|0|926
21062|0|926
21063|0|2282
21064|0|3004
21065|0|3034
21066|0|1018
21067|0|2210
21068|0|2544
21069|0|2210
21070|0|2155
21071|0|924
21072|0|1105
21073|0|926
21074|0|3369
21075|0|1591
21076|0|2285
21077|0|1911
21078|0|829
21079|0|924
21080|0|926
21081|0|3093
21082|0|2210
21083|0|2210
21084|0|3352
21085|0|3300
21086|0|3398
21087|0|705
21088|0|926
21089|0|1041
21090|0|2142
21091|0|926
21092|0|2143
21093|0|2584
21094|0|3021
21095|0|633
21096|0|632
21097|0|2210
21098|0|2489
21099|0|2210
21100|0|768
21101|0|2590
21102|0|1904
21103|0|938
21104|0|926
21105|0|2210
21106|0|379
21107|0|790
21108|0|872
21109|0|791
21110|0|773
21111|0|2176
21112|0|3190
21113|0|1045
21114|0|1659
21115|0|1659
21116|0|700
21117|0|770
21118|0|395
21119|0|3027
21120|0|924
21121|0|2210
21122|0|1733
21123|0|926
21124|0|3369
21125|0|3369
21126|0|3364
21127|0|3150
21128|0|2544
21129|0|832
21130|0|774
21131|0|924
21132|0|3379
21133|0|2226
21134|0|774
21135|0|2754
21136|0|401
21137|0|876
21138|0|2967
21139|0|717
21140|0|756
21141|0|2589
21142|0|2269
21143|0|3066
21144|0|1475
21145|0|1097
21146|0|1895
21147|0|2185
21148|0|2186
21149|0|136
21150|0|433
21151|0|978
21152|0|924
21153|0|2210
21154|0|556
21155|0|3369
21156|0|773
21157|0|774
21158|0|924
21159|0|3246
21160|0|2210
21161|0|926
21162|0|3027
21163|0|547
21164|0|2210
21165|0|771
21166|0|926
21167|0|2210
21168|0|926
21169|0|2544
21170|0|1742
21171|0|2544
21172|0|2210
21173|0|552
21174|0|2418
21175|0|2210
21176|0|924
21177|0|2210
21178|0|2031
21179|0|2210
21180|0|2210
21181|0|3011
21182|0|1674
21183|0|926
21184|0|1041
21185|0|2147
21186|0|847
21187|0|2042
21188|0|1674
21189|0|1674
21190|0|1674
21191|0|1732
21192|0|1732
21193|0|881
21194|0|2600
21195|0|1732
21196|0|2812
21197|4|1687
21198|0|442
21199|0|3369
21200|0|3859
21201|0|2210
21202|0|747
21203|0|1105
21204|0|1659
21205|0|926
21206|0|926
21207|0|520
21208|0|3081
21209|0|980
21210|0|3076
21211|0|2210
21212|0|2544
21213|0|1917
21214|0|2217
21215|0|1948
21216|0|1105
21217|0|1877
21218|0|2916
21219|0|2210
21220|0|3153
21221|0|1027
21222|0|2599
21223|0|2360
21224|0|924
21225|0|926
21226|0|3134
21227|0|2210
21228|0|982
21229|0|926
21230|0|3074
21231|0|1105
21232|0|926
21233|0|2997
21234|0|3002
21235|0|2210
21236|0|1591
21237|0|3415
21238|0|926
21239|0|2596
21240|0|924
21241|0|2354
21242|0|812
21243|0|2044
21244|0|1497
21245|0|926
21246|0|1930
21247|0|1037
21248|0|2544
21249|0|943
21250|0|2210
21251|0|3143
21252|0|926
21253|0|1750
21254|4|2561
21255|0|979
21256|0|2210
21257|0|3025
21258|6|1777
21259|13|983
21260|0|924
21261|0|926
21262|0|2111
21263|0|2081
21264|0|2544
21265|0|2210
21266|0|926
21267|0|1783
21268|0|3074
21269|0|926
21270|0|3409
21271|0|3154
21272|0|2210
21273|0|1105
21274|0|2210
21275|0|2210
21276|0|1781
21277|0|926
21278|0|2210
21279|0|1131
21280|0|520
21281|0|1027
21282|0|2210
21283|0|3139
21284|0|1673
21285|0|2544
21286|0|2029
21287|0|1787
21288|0|562
21289|0|924
21290|0|1711
21291|0|1922
21292|14|983
21293|0|1781
21294|0|2210
21295|0|926
21296|0|3021
21297|0|633
21298|0|3369
21299|0|929
21300|0|3175
21301|0|1105
21302|0|2009
21303|0|2210
21304|0|3369
21305|0|2347
21306|0|926
21307|0|1783
21308|0|3020
21309|0|2210
21310|0|2169
21311|0|2165
21312|0|2210
21313|0|2754
21314|0|2544
21315|0|926
21316|0|2210
21317|0|519
21318|0|2210
21319|0|434
21320|0|196
21321|0|513
21322|0|2210
21323|0|1041
21324|0|3366
21325|0|3474
21326|0|1037
21327|0|872
21328|0|923
21329|0|926
21330|0|868
21331|0|2600
21332|0|2210
21333|0|3467
21334|0|3398
21335|0|3352
21336|0|1041
21337|0|3434
21338|0|3300
21339|0|2210
21340|0|2210
21341|0|3038
21342|0|3041
21343|0|3042
21344|0|3369
21345|0|3040
21346|0|1721
21347|0|1721
21348|0|1721
21349|0|2210
21350|0|779
21351|0|779
21352|0|926
21353|0|954
21354|0|771
21355|0|2107
21356|0|1996
21357|0|3012
21358|0|2119
21359|0|2267
21360|0|1105
21361|0|2050
21362|0|947
21363|0|868
21364|0|1892
21365|0|926
21366|0|378
21367|0|924
21368|0|2267
21369|0|2522
21370|0|1500
21371|0|1105
21372|0|717
21373|0|924
21374|0|2210
21375|0|862
21376|0|1105
21377|0|926
21378|6|3531
21379|0|3374
21380|0|2210
21381|0|3077
21382|0|2267
21383|0|3458
21384|0|413
21385|0|3109
21386|0|2210
21387|0|1591
21388|0|1653
21389|0|2210
21390|0|926
21391|0|717
21392|0|2210
21393|0|1697
21394|0|2544
21395|0|2032
21396|0|2064
21397|0|2593
21398|0|1733
21399|0|1733
21400|0|3471
21401|0|406
21402|0|774
21403|0|2812
21404|6|1543
21405|0|2814
21406|0|3237
21407|0|3369
21408|0|926
21409|0|1564
21410|0|224
21411|0|2210
21412|0|1850
21413|0|1850
21414|0|1700
21415|0|2010
21416|0|800
21417|0|2053
21418|0|2210
21419|0|2210
21420|0|3089
21421|0|1235
21422|0|1027
21423|0|3179
21424|0|2210
21425|0|2595
21426|0|1659
21427|0|2186
21428|0|926
21429|0|947
21430|0|2700
21431|0|2081
21432|16|246
21433|0|2081
21434|0|2081
21435|0|2081
21436|24|4152
21437|0|2210
21438|0|2210
21439|0|2544
21440|0|3369
21441|0|1478
21442|0|1480
21443|0|3289
21444|0|911
21445|0|2768
21446|0|645
21447|0|575
21448|0|2544
21449|0|2210
21450|0|795
21451|0|1105
21452|0|926
21453|0|2565
21454|0|2095
21455|0|2074
21456|0|2210
21457|0|1691
21458|0|2186
21459|0|924
21460|0|3460
21461|0|3460
21462|0|574
21463|0|2210
21464|0|1036
21465|0|924
21466|0|3390
21467|0|2210
21468|0|2754
21469|0|2768
21470|0|926
21471|0|3293
21472|0|924
21473|0|878
21474|0|2544
21475|0|3022
21476|0|3293
21477|0|2210
21478|43|2346
21479|0|2142
21480|0|2210
21481|0|3709
21482|0|924
21483|0|2013
21484|0|717
21485|0|1105
21486|0|3267
21487|0|3390
21488|0|3390
21489|0|3369
21490|0|3369
21491|0|3369
21492|0|3415
21493|0|1906
21494|0|789
21495|0|1105
21496|0|3369
21497|0|2544
21498|0|2210
21499|0|518
21500|0|3190
21501|0|2210
21502|0|3138
21503|0|178
21504|0|753
21505|0|2210
21506|30|4073
21507|0|2019
21508|0|1105
21509|0|3155
21510|0|3281
21511|0|1476
21512|0|2210
21513|0|2191
21514|0|2684
21515|0|451
21516|0|448
21517|0|2210
21518|0|2210
21519|0|932
21520|0|1105
21521|0|427
21522|0|695
21523|0|926
21524|0|2050
21525|0|2348
21526|0|926
21527|0|429
21528|0|924
21529|0|2797
21530|0|2005
21531|29|315
21532|0|2807
21533|0|2055
21534|0|1497
21535|0|926
21536|0|3476
21537|0|1697
21538|0|2053
21539|0|384
21540|0|1912
21541|0|2215
21542|0|2210
21543|0|830
21544|0|3178
21545|0|1041
21546|0|2210
21547|0|3215
21548|0|3022
21549|0|365
21550|0|3379
21551|0|3460
21552|0|836
21553|0|926
21554|0|733
21555|0|2210
21556|0|3031
21557|0|3215
21558|0|2210
21559|0|2037
21560|0|926
21561|0|1658
21562|0|926
21563|0|2210
21564|0|441
21565|0|2013
21566|0|926
21567|0|559
21568|0|926
21569|0|3111
21570|0|2210
21571|0|204
21572|0|3207
21573|0|3369
21574|0|783
21575|0|2210
21576|0|1135
21577|0|2544
21578|0|2138
21579|0|3074
21580|0|1041
21581|0|2210
21582|0|926
21583|0|929
21584|0|3047
21585|0|523
21586|0|2210
21587|0|631
21588|0|924
21589|0|813
21590|0|733
21591|0|2210
21592|0|982
21593|0|2210
21594|0|546
21595|0|926
21596|0|2210
21597|0|879
21598|0|3215
21599|0|2217
21600|0|3369
21601|0|3415
21602|0|2210
21603|0|2210
21604|0|2210
21605|0|2027
21606|0|3354
21607|0|427
21608|0|2021
21609|0|1476
21610|0|2015
21611|0|2987
21612|0|2595
21613|0|2210
21614|0|2210
21615|0|2210
21616|0|727
21617|0|819
21618|0|2210
21619|0|2210
21620|0|3373
21621|0|1697
21622|0|926
21623|30|315
21624|0|2141
21625|0|2049
21626|0|819
21627|0|450
21628|0|1032
21629|0|698
21630|0|778
21631|0|1040
21632|0|1715
21633|0|2565
21634|0|926
21635|0|926
21636|0|3477
21637|0|2215
21638|0|1904
21639|0|2034
21640|0|1862
21641|0|230
21642|0|2020
21643|0|3031
21644|0|926
21645|0|926
21646|0|2065
21647|0|2285
21648|0|926
21649|0|2556
21650|0|2210
21651|0|380
21652|0|1990
21653|0|353
21654|0|525
21655|0|2210
21656|0|421
21657|0|3057
21658|0|2210
21659|0|924
21660|0|2516
21661|0|2590
21662|0|2516
21663|0|926
21664|0|2125
